"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"H0057",1897172,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0057/2025","https://www.flsenate.gov/Session/Bill/2025/57","Regulation of Xylazine",NA,"Excepts from list of Schedule I controlled substances certain xylazine animal drug products approved by USDA & used for certain purposes; provides criminal penalties & requiring mandatory minimum term of imprisonment specified offenses involving xylazine.",1,"2024-12-17",2025,"2025-2026"
"H0059",1897317,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0059/2025","https://www.flsenate.gov/Session/Bill/2025/59","Compensation of Victims of Wrongful Incarceration",NA,"Expands period during which petition for compensation for wrongful incarceration may be filed; provides that certain persons who had petitions dismissed or who had not previously filed such petitions may file such petitions; removes provisions excluding persons convicted of violent felonies from compensation; removes other exclusions; revises provisions concerning offset of civil judgments in favor of claimants against awards; provides that CFO may not draw warrant to purchase annuity for claimant in certain circumstances; revises provisions concerning continuing appropriations; provides that certain payments are subject to specific appropriation.",1,"2024-12-18",2025,"2025-2026"
"H0061",1897392,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0061/2025","https://www.flsenate.gov/Session/Bill/2025/61","Use of Campaign Funds for Child Care Expenses",NA,"Authorizes candidate to use funds on deposit in his or her campaign account to pay for child care expenses under specified conditions; requires candidates to maintain specified records for specified timeframe; requires candidates to disclose certain child care expenses in campaign finance reports.",1,"2024-12-18",2025,"2025-2026"
"H0063",1897403,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0063/2025","https://www.flsenate.gov/Session/Bill/2025/63","Pregnancy Support and Wellness Services",NA,"Revises contract requirements for Florida Pregnancy Care Network, Inc.; requires DOH to conduct annual visits to each organization within network; providing requirements for visits.",1,"2024-12-18",2025,"2025-2026"
"H0065",1897419,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0065/2025","https://www.flsenate.gov/Session/Bill/2025/65","Sale, Transfer, and Storage of Firearms",NA,"Requires background checks on persons involved in firearm sales or transfers; requires firearm sales or transfers to be conducted through licensed dealer; revises requirements for safe storage of firearms; revises criminal penalties; requires firearms be sold by dealers with trigger locks or gun cases; revises warnings to be posted in gun dealerships; requires certain materials to be given to gun purchasers; prohibits specified acts involving unfinished firearm frames or receivers; prohibits certain activities involving three-dimensional printer or CNC milling machine.",1,"2024-12-18",2025,"2025-2026"
"H0067",1897811,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0067/2025","https://www.flsenate.gov/Session/Bill/2025/67","Acceptance of Cash Payments by Businesses",NA,"Requires certain businesses to accept cash payments for certain transactions; prohibits fees or conditions for such transactions; provides applicability & civil penalties; requires DACS to adopt rules.",1,"2024-12-19",2025,"2025-2026"
"H0069",1898294,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0069/2025","https://www.flsenate.gov/Session/Bill/2025/69","Regulation of Presidential Libraries",NA,"Prohibits counties, municipalities, or other political subdivisions from adopting or enforcing certain local ordinances, regulations, rules, or policies regarding presidential libraries unless authorized by federal law.",1,"2024-12-20",2025,"2025-2026"
"H0071",1899719,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0071/2025","https://www.flsenate.gov/Session/Bill/2025/71","Civil Actions Brought by Unauthorized Aliens",NA,"Prohibits unauthorized alien from commencing civil actions.",1,"2024-12-27",2025,"2025-2026"
"H0073",1899716,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0073/2025","https://www.flsenate.gov/Session/Bill/2025/73","Safe Waterways Act",NA,"Transfers duties related to bacteriological sampling of beach waters & public bathing places from DOH to DEP; provides requirements for such transfer; revises provisions related to bacteriological sampling of beach waters & public bathing places, including rule adoption & enforcement; issuance of health advisories; closure of beach waters & public bathing places; notification & signage requirements; & public statewide interagency database.",1,"2024-12-27",2025,"2025-2026"
"H0075",1899717,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0075/2025","https://www.flsenate.gov/Session/Bill/2025/75","Display of Flags by Governmental Entities",NA,"Prohibits governmental entities from erecting or displaying certain flags; requires governmental entities to remain neutral in certain circumstances; requires that United States flag displayed by governmental entities be in certain position relative to other flags; authorizes current or retired member of United States Armed Forces or National Guard to use reasonable force to prevent desecration, destruction, or removal of United States flag or to replace such flag to position of prominence.",1,"2024-12-27",2025,"2025-2026"
"H0077",1899718,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0077/2025","https://www.flsenate.gov/Session/Bill/2025/77","Recall of County Officers and Commissioners",NA,"Proposes amendment to State Constitution to authorize recall of county officers & commissioners by electors of this state.",1,"2024-12-27",2025,"2025-2026"
"H0079",1900321,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0079/2025","https://www.flsenate.gov/Session/Bill/2025/79","Animal Cruelty During a Declared State of Emergency",NA,"Provides increased criminal penalties for animal cruelty offenses committed during declared state of emergency.",1,"2024-12-30",2025,"2025-2026"
"H0081",1901195,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0081/2025","https://www.flsenate.gov/Session/Bill/2025/81","Designation of the State Birds",NA,"Designates American flamingo as official state bird and the Florida scrub-jay as the official state songbird; provides that such designation supersedes designation of mockingbird as official Florida state bird.",1,"2025-01-03",2025,"2025-2026"
"H0083",1901235,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0083/2025","https://www.flsenate.gov/Session/Bill/2025/83","Protections for Public Employees who use Medical Marijuana as Qualified Patients",NA,"Prohibits public employer from taking adverse personnel action against employee or job applicant for his or her use of medical marijuana if employee or job applicant is qualified patient; provides exceptions; requires public employer to provide written notice of employee's or job applicant's right to explain or contest positive marijuana test result within specified timeframe; provides procedures that apply when employee or job applicant tests positive for marijuana; provides cause of action & damages.",1,"2025-01-03",2025,"2025-2026"
"H0085",1901158,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0085/2025","https://www.flsenate.gov/Session/Bill/2025/85","Hazardous Walking Conditions",NA,"Revises criteria that determine hazardous walking condition for public school students.",2,"2025-03-27",2025,"2025-2026"
